source_method,source_rank,lambda_,alpha,sigma_noise,capital_scale,position_scale,initial_margin_calls,initial_margin_calls_std,initial_avg_leverage,initial_avg_leverage_std,initial_max_leverage,initial_max_leverage_std,volatility,volatility_std,max_drawdown,max_drawdown_std,max_drop_from_initial,max_drop_from_initial_std,margin_call_pressure,margin_call_pressure_std,unique_margin_called,unique_margin_called_std,unique_margin_called_ratio,unique_margin_called_ratio_std,total_liquidations,total_liquidations_std,liquidation_ratio,liquidation_ratio_std,final_price,final_price_std,final_active_traders,final_active_traders_std,final_active_ratio,final_active_ratio_std,inactive_ratio,inactive_ratio_std,final_total_position,final_total_position_std,crash_20_probability,crash_50_probability,crash_80_probability,crash_initial_20_probability,crash_initial_50_probability,crash_initial_80_probability,loss
random_search,1,0.007991509195002463,0.9297469736376573,0.6151864585480135,0.9025403545761967,0.1354230070699747,0.3,0.5595813731096783,1.6432390145464846,0.09949181466877254,3.6397696002684228,0.40624926899290503,0.0309780792498492,0.001074966773348054,-0.5929610313588488,0.16555346944856486,-0.4279684371764018,0.27685761759716576,480.75,584.8310016620618,18.56,13.32675595343534,0.37120000000000003,0.26653511906870675,20.87624251601586,19.3165307060067,0.30632391799472025,0.2806400712998764,121.19467737530313,108.16776618670988,50.0,0.0,1.0,0.0,0.0,0.0,46.98847470067868,19.05610156948966,1.0,0.65,0.13,0.72,0.43,0.1,0.22115741115242113
